"","prac.code","bp","bp1","chd","depression","pad_IMD","pad","stroke.IMD","stroke","bp_notdiag","bp.qof","chd.qof","depression.qof"
"253","A84016",21.71,0.22,6.82,17.36,0.94,1.01,3.56,3.61,12.47,0.15,3.83,8.81
"254","A84018",26.59,0.27,7.29,16.13,0.99,1.05,3.9,3.85,13.79,0.16,4.13,7.92
"255","A84020",25.25,0.25,7.82,18.57,1.09,1.16,4,4.02,13.36,0.18,5.92,13.56
"256","A84021",25.72,0.26,7.31,16.91,1.03,1.08,3.89,3.82,13.85,0.16,4.48,6.69
"257","A84022",25.95,0.26,7.62,18.56,1.07,1.13,3.96,3.95,13.77,0.19,5.67,10.03
"258","A84024",24.86,0.25,7.15,16.88,0.98,1.03,3.88,3.81,13.28,0.19,3.53,7.1
"259","A84025",23.22,0.23,7.14,18.76,1.01,1.07,3.59,3.64,12.76,0.14,3.92,9.69
"260","A84026",25.71,0.26,7.55,17.77,1.07,1.11,4,3.91,13.72,0.19,6.99,2.05
"261","A84027",26.52,0.27,7.15,16.66,1.03,1.04,4.18,3.78,14.95,0.19,4.27,6.02
"262","A84028",23.4,0.23,7.3,19.72,1.03,1.09,3.85,3.76,12.66,0.18,5.2,14.46
"263","A84029",24.71,0.25,7.47,17.84,1.02,1.1,3.6,3.84,13.21,0.2,5.03,8.31
"264","A84030",24.71,0.25,7.75,17.94,1.05,1.13,3.99,4.05,13,0.17,5.15,6.9
"265","A84031",25.99,0.26,7.25,16.61,1,1.05,3.87,3.81,13.59,0.16,4.38,8.01
"266","A84032",28.34,0.28,7.79,18,1.07,1.16,3.77,4,14.43,0.22,5.04,0.77
"267","A84033",25.14,0.25,7.13,16.75,0.98,1.03,3.84,3.77,13.48,0.15,3.95,8.49
"268","A84034",26.59,0.27,7.61,17.46,1.07,1.13,3.95,3.94,14.29,0.2,5.44,8.63
"269","A84035",25.16,0.25,7.62,16.42,1.03,1.09,3.96,4.02,13.3,0.16,4.33,10.05
"270","A84036",24.65,0.25,7.37,18.38,1.03,1.09,3.87,3.82,13.14,0.19,5.2,13.04
"271","A84037",23.94,0.24,7.24,18.33,1,1.06,3.76,3.82,13.1,0.17,4.69,11.52
"272","A84038",23.97,0.24,7.61,18.03,1.07,1.15,3.81,3.88,12.65,0.2,5.01,16.61
"273","A84039",25.01,0.25,6.99,16.71,0.95,1.01,3.77,3.72,13.35,0.13,4.17,3.74
"274","A84040",25.69,0.26,7.23,16.51,1.02,1.06,4.01,3.79,14.36,0.16,4.27,10.37
"275","A84042",25.39,0.25,6.79,16.25,0.96,0.98,3.95,3.62,14.61,0.15,4.31,7.39
"276","A84043",21.71,0.22,6.65,18.05,0.94,1,3.41,3.46,12.19,0.17,4.25,8.17
"277","A84044",25.4,0.25,7.35,18.18,1.03,1.08,3.89,3.86,13.52,0.17,4.91,5.69
"278","A84045",26.07,0.26,6.88,16.69,0.99,1,3.96,3.64,14.6,0.18,3.17,7.94
"279","A84047",24.5,0.24,7.11,16.23,0.97,1.03,3.73,3.74,13.02,0.15,3.6,7.13
"280","A84048",23.47,0.23,7.19,19.51,1.02,1.09,3.75,3.71,12.77,0.21,4.13,15.2
"281","A84604",27.97,0.28,7.42,18.18,1.04,1.11,3.62,3.8,14.46,0.21,5.76,3.81
"282","A84609",25.94,0.26,6.94,16.29,0.96,1.03,3.58,3.62,13.57,0.21,3.79,4.61
"283","A84613",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA
"284","A84614",23.19,0.23,7.44,17.39,1.02,1.09,3.8,3.91,12.86,0.14,4.83,18.33
"285","A84619",22.5,0.23,6.89,18.63,0.94,1.01,3.44,3.64,12.49,0.12,4.19,2.94
"286","A85001",21.75,0.22,7.26,17.7,0.96,1.02,3.86,3.91,11.99,0.14,3.65,8.45
"287","A85002",23.36,0.23,7.76,17.77,1.02,1.05,4.16,4.1,13.01,0.16,4.54,4.5
"288","A85003",24.75,0.25,7.43,17.29,1,1.07,3.95,4.03,12.96,0.2,5.5,5.07
"289","A85004",22.5,0.22,6.92,19.11,0.94,1,3.64,3.71,12.33,0.19,4.66,11.89
"290","A85005",20.36,0.2,7.39,18.1,0.99,1.04,3.84,3.84,11.95,0.16,4.26,10.84
"291","A85006",21.14,0.21,7.24,18.06,0.99,1.04,3.72,3.8,11.96,0.17,3.8,10.43
"292","A85007",22.84,0.23,7.18,17.43,0.96,1.02,3.87,3.87,12.39,0.14,4.2,3.86
"293","A85008",23.06,0.23,7.5,18.35,1.02,1.07,4.01,4,12.66,0.18,4.52,8.88
"294","A85009",21.02,0.21,7.35,18.76,0.98,1.03,3.85,3.89,11.96,0.16,3.7,7.5
"295","A85010",21.5,0.21,6.96,17.93,0.95,1,3.84,3.79,12.29,0.17,3.7,6.2
"296","A85011",20.84,0.21,6.86,19.81,0.94,1,3.65,3.65,11.88,0.15,4.28,10.05
"297","A85012",22.64,0.23,7.43,19.19,0.98,1.03,3.96,3.92,12.73,0.18,4.78,14.88
"298","A85013",19.49,0.19,7.42,18.11,0.98,1.02,3.89,3.89,11.59,0.17,4.42,5.98
"299","A85014",22.51,0.23,7.15,16.99,0.98,1.04,3.8,3.82,12.41,0.16,4.43,5.16
"300","A85016",22.4,0.22,7.3,19.64,1.02,1.07,3.95,3.84,12.38,0.16,4.45,14.96
"301","A85017",16.17,0.16,6.89,17.04,0.9,0.95,3.48,3.64,10.02,0.11,2.82,6.07
"302","A85018",22.69,0.23,7.28,18.28,0.99,1.04,3.99,3.94,12.62,0.17,4.42,1.79
"303","A85019",19.96,0.2,7.1,18.78,0.96,1.01,3.71,3.72,11.81,0.13,4.15,10.51
"304","A85020",24.29,0.24,7.42,16.28,0.97,1.02,4.02,4.04,12.85,0.19,4.19,6.84
"305","A85021",13.75,0.14,7.71,16.33,0.98,1.01,3.92,4.02,9.11,0.14,2.71,2.38
"306","A85023",18.28,0.18,6.83,18.58,0.93,0.97,3.48,3.53,11.28,0.16,3.47,10.42
"307","A85024",23.21,0.23,7.21,18.9,0.98,1.05,3.48,3.83,12.36,0.21,5.14,7.45
"308","A85026",20.51,0.21,7.4,19.21,1.02,1.07,3.87,3.85,11.78,0.16,3.36,11.88
"309","A85605",24.92,0.25,7.59,16.55,1.01,1.05,4.15,4.1,13.52,0.2,4.8,8.03
"310","A85609",22.83,0.23,7.12,17.57,0.96,0.99,3.72,3.71,12.79,0.15,4.23,2.51
"311","A85611",20.22,0.2,6.68,17.93,0.92,0.96,3.59,3.61,11.93,0.14,3.44,8.6
"312","A85614",15.62,0.16,6.78,18.51,0.92,0.97,3.57,3.58,10.14,0.13,3.44,13.79
"313","A85616",23.2,0.23,7.35,17.75,0.98,1.03,4.05,4.02,12.75,0.17,5.68,4.49
"314","A85617",20.8,0.21,7.02,17.3,0.93,0.99,3.72,3.84,11.71,0.17,3.01,5.86
"315","A85620",22.96,0.23,7.45,17.21,1.01,1.06,4.07,4.04,12.56,0.19,4.68,4.58
"316","A86003",8.83,0.09,7.11,10.79,0.92,0.92,3.54,3.52,7.79,0.06,1.73,5.81
"317","A86004",18.15,0.18,8.02,11.73,1.01,0.98,3.67,3.67,11.39,0.1,2.63,4.3
"318","A86005",20.8,0.21,7.46,17.09,1.04,1.09,3.69,3.75,12.02,0.17,4.34,6.11
"319","A86006",21.68,0.22,7.09,14.63,0.96,1,3.54,3.6,12.22,0.18,4.04,9.81
"320","A86007",9.89,0.1,6.75,9.67,0.88,0.91,3.41,3.47,8.46,0.08,1.09,9.77
"321","A86008",19.52,0.2,6.61,16.19,0.9,0.95,3.35,3.41,11.51,0.13,3.65,0.32
"322","A86009",18.91,0.19,7.44,16.57,1.01,1.03,3.93,3.78,11.58,0.16,3.59,5.44
"323","A86010",15.39,0.15,6.75,13.13,0.9,0.93,3.42,3.48,10.71,0.12,2.63,8.47
"324","A86011",21.37,0.21,7.28,18.94,1.04,1.07,3.88,3.67,12.21,0.19,5.12,10.81
"325","A86012",18.29,0.18,7.67,12.93,0.99,0.97,3.57,3.57,11.28,0.12,3.1,8.48
"326","A86013",22.85,0.23,7.52,18.71,1.05,1.1,4.04,3.93,12.51,0.19,5.51,13.5
"327","A86015",13.69,0.14,6.5,10.17,0.87,0.9,3.27,3.33,9.9,0.1,1.99,6.41
"328","A86016",20.48,0.2,6.89,15.52,0.94,0.99,3.42,3.5,11.82,0.14,3.22,4.2
"329","A86017",20.03,0.2,7.35,15.25,0.97,0.96,3.61,3.51,11.75,0.14,3.92,7.05
"330","A86018",21.4,0.21,7.04,14.02,0.92,0.96,3.61,3.66,12.06,0.14,3.11,6.35
"331","A86020",14.09,0.14,6.54,10.71,0.86,0.89,3.32,3.39,9.97,0.1,2.15,3.5
"332","A86021",23.19,0.23,8.08,15.61,1.08,1.1,4.11,4.01,12.66,0.17,5.09,9.65
"333","A86022",22.18,0.22,6.89,17.26,0.94,1,3.77,3.72,12.22,0.15,3.8,5.4
"334","A86023",17.04,0.17,6.77,14.54,0.93,0.96,3.53,3.45,11.02,0.14,3.75,7.44
"335","A86024",15.34,0.15,7.11,14.52,0.95,0.97,3.76,3.66,10.61,0.12,3.2,7.44
"336","A86025",20.61,0.21,7.03,18.1,0.97,1.01,3.66,3.61,11.73,0.14,3.73,5.28
"337","A86026",22.67,0.23,7.16,18.48,0.97,1.03,3.8,3.85,12.38,0.13,4.87,4.02
"338","A86027",4.72,0.05,6.07,9.04,0.79,0.77,2.95,2.97,6.26,0.01,0.11,1.83
"339","A86028",21.7,0.22,7.31,15.08,0.98,1.01,3.68,3.72,12.33,0.17,4.56,6.81
"340","A86029",15.78,0.16,7.6,13.39,1.01,1.03,3.88,3.82,10.62,0.13,3.41,4.19
"341","A86030",20.37,0.2,7.01,16.83,0.95,0.98,3.55,3.5,11.77,0.13,4.05,2.14
"342","A86031",17.56,0.18,7.12,13.91,0.95,0.94,3.45,3.41,10.88,0.1,3.05,3.8
"343","A86033",18.59,0.19,7.26,13.88,0.94,0.98,3.64,3.78,11.07,0.13,2.52,6.89
"344","A86035",19.76,0.2,6.86,15.16,0.93,0.95,3.54,3.51,11.72,0.18,4.01,4.31
"345","A86036",17.96,0.18,6.6,14.56,0.89,0.92,3.4,3.41,11.09,0.12,2.89,7.57
"346","A86037",18.51,0.19,7.93,13.97,1.07,1.04,3.7,3.59,11.17,0.15,4.04,13.08
"347","A86038",22.46,0.22,6.81,18.65,0.95,1,3.67,3.62,12.55,0.17,4.45,9.01
"348","A86040",17.98,0.18,6.66,19.5,0.93,0.97,3.67,3.45,11.07,0.13,3.06,12.92
"349","A86041",21.81,0.22,7.08,15.62,0.96,1.01,3.54,3.61,12.28,0.15,4.05,4.29
"350","A86601",21.85,0.22,7.29,16.76,1.01,1.04,3.8,3.7,12.36,0.15,3.77,7.97
"351","A87002",25.47,0.25,7.75,18.34,1.08,1.13,4.04,3.95,13.59,0.2,5.09,8.83
"352","A87003",22.95,0.23,7,18.39,0.98,1.03,3.63,3.64,12.8,0.14,4.96,7.56
"353","A87004",22.88,0.23,7.27,18.62,1.01,1.06,3.81,3.76,12.59,0.16,4.74,5.6
"354","A87005",23.56,0.24,7.37,16.33,0.99,1.03,3.97,3.91,12.78,0.13,4.33,4.89
"355","A87006",25.16,0.25,7.52,15.8,1,1.06,3.93,3.95,13.18,0.17,4.26,7.3
"356","A87007",23.02,0.23,7.31,17.13,1.02,1.08,3.7,3.76,12.6,0.16,4.56,6.54
"357","A87008",22.49,0.22,7.21,16.49,0.97,1.03,3.79,3.82,12.26,0.14,3.05,7.79
"358","A87009",22.25,0.22,6.84,18.18,0.95,1.01,3.56,3.56,12.47,0.13,3.86,7.6
"359","A87011",23.41,0.23,7.12,16.47,0.97,1.03,3.68,3.73,12.47,0.17,3.83,5.48
"360","A87012",25.1,0.25,7.81,18.57,1.09,1.16,3.92,4,13.15,0.2,5.99,4.95
"361","A87013",21.71,0.22,6.98,19.58,1.01,1.07,3.56,3.58,12.24,0.15,4.72,9.64
"362","A87014",20.99,0.21,7.41,17.96,1.03,1.09,3.57,3.74,12.04,0.15,4.38,8.51
"363","A87015",25.14,0.25,7.61,18.08,1.05,1.11,4.01,3.94,13.3,0.17,5.02,5.22
"364","A87016",22.24,0.22,7.1,18.41,1,1.05,3.62,3.63,12.56,0.17,5,5.72
"365","A87017",25.76,0.26,7.58,17.07,1.04,1.09,3.87,3.89,13.13,0.22,4.75,6.91
"366","A87019",24,0.24,7.45,18.6,1.04,1.09,3.91,3.84,13.03,0.15,4.76,7.53
"367","A87020",23.12,0.23,7.03,16.5,0.96,1.03,3.63,3.69,12.44,0.13,4.23,4.51
"368","A87022",19.78,0.2,6.88,18.15,0.95,1.02,3.35,3.54,11.6,0.13,3.28,5.65
"369","A87023",21.93,0.22,7.37,17.73,1.01,1.08,3.58,3.77,12.2,0.14,4.3,9.72
"370","A87027",21.57,0.22,7.42,19.11,1.05,1.12,3.71,3.75,12.21,0.16,4.6,3.51
"371","A87029",21.98,0.22,7.31,18.81,1.04,1.1,3.72,3.72,12.45,0.18,5.11,13.21
"372","A87030",18.14,0.18,6.63,20.85,0.97,1.02,3.57,3.4,11.21,0.13,3.03,12.21
"373","A87600",23.28,0.23,7.51,16.49,1.02,1.07,3.96,3.94,12.65,0.12,3.76,7.5
"374","A87612",21.9,0.22,7.19,17.9,1.02,1.08,3.53,3.63,12.15,0.15,4.48,12.37
"375","A87615",21.09,0.21,7.39,18.15,1.03,1.09,3.7,3.78,11.88,0.15,3.94,9.71
"376","A88001",24.58,0.25,7.44,18.75,1,1.04,4.03,3.97,13.44,0.21,5.39,4.39
"377","A88002",22.28,0.22,7.09,19.61,0.98,1.03,3.8,3.71,12.37,0.17,4.91,8.63
"378","A88003",24.29,0.24,7.29,18.76,0.98,1.04,3.96,3.92,12.9,0.19,4.91,9.64
"379","A88004",22.41,0.22,6.87,20.28,0.95,1.01,3.73,3.66,12.47,0.15,4.67,12.1
"380","A88005",23.04,0.23,7.12,19.27,0.96,0.99,3.74,3.68,12.74,0.15,5.22,0.73
"381","A88006",23.62,0.24,7.37,20.02,1.02,1.07,3.96,3.86,12.79,0.14,5.06,4.97
"382","A88007",22.75,0.23,7.47,18.26,0.99,1.03,3.92,3.89,12.69,0.15,4.35,9.43
"383","A88008",23.56,0.24,7.17,18.99,0.97,1.01,3.82,3.73,12.81,0.15,4.91,9.94
"384","A88009",23.17,0.23,7.21,17.42,0.95,1,3.95,3.91,12.59,0.15,3.47,7.74
"385","A88010",25.42,0.25,7.59,19.49,1.04,1.1,4.12,4.03,13.47,0.22,5.99,1.07
"386","A88011",22.74,0.23,6.98,18.59,0.95,0.99,3.7,3.67,12.57,0.17,5.05,7.96
"387","A88012",23.77,0.24,6.87,19.58,0.95,1,3.77,3.68,12.98,0.14,5.46,7.25
"388","A88013",22.03,0.22,7.15,19.15,0.98,1.03,3.81,3.74,12.18,0.16,4.03,14.6
"389","A88014",19.45,0.19,7.63,18.51,0.99,1.01,4.04,3.96,11.77,0.14,4.56,8.98
"390","A88015",23.22,0.23,7.62,19.04,1.02,1.06,4.04,3.94,12.74,0.17,5.11,11.8
"391","A88016",22.96,0.23,7.3,17.67,0.99,1.05,3.94,3.91,12.38,0.18,4.5,10.36
"392","A88020",24.52,0.25,7.55,17.97,0.99,1.02,3.97,3.92,13.27,0.15,5.91,3.51
"393","A88022",20.99,0.21,6.9,19.71,0.96,1.02,3.72,3.69,12.13,0.14,3.85,8.36
"394","A88023",25.16,0.25,7.14,16.95,0.98,1.01,4.23,3.93,13.52,0.15,4.67,3.21
"395","A88025",23.82,0.24,7.17,20.04,0.98,1.04,3.91,3.82,13,0.14,5.41,6.59
"396","A88601",24.62,0.25,7.75,17.77,1.01,1.06,4.09,4.07,13.22,0.22,4.18,8.52
"397","A88603",20.44,0.2,6.88,19.95,0.95,1.01,3.71,3.67,11.89,0.13,4.32,22.56
"398","A88608",23.97,0.24,7.49,19.08,1.01,1.06,3.99,3.93,13.04,0.16,5.18,3.64
"399","A88611",22.4,0.22,7.26,18.93,0.98,1.03,3.84,3.8,12.49,0.18,4.38,7.18
"400","A88613",23.85,0.24,7.5,19.88,1.01,1.07,4.1,3.99,12.93,0.19,5.09,3.91
"401","A88614",20.82,0.21,7.07,18.4,0.92,0.95,3.65,3.64,12.08,0.11,3.15,5.66
"402","A89001",22.98,0.23,7.41,19.62,1.02,1.07,4.03,3.87,12.69,0.17,5.74,10.47
"403","A89002",22.18,0.22,7.8,18.31,1.03,1.06,4.12,4.01,12.48,0.18,5.4,7.1
"404","A89003",21.08,0.21,6.61,19.26,0.92,0.98,3.53,3.49,12.2,0.12,3.68,6.35
"405","A89004",25.3,0.25,7.81,20.4,1.06,1.13,4.15,4.17,13.05,0.17,6.04,5.73
"406","A89005",24.76,0.25,7.69,17.64,1.04,1.08,4.02,4,13.22,0.19,5.4,10.51
"407","A89006",20.07,0.2,7.81,17.91,1.05,1.09,4.08,4.02,11.69,0.13,4.59,8.75
"408","A89007",22.1,0.22,7.53,18.08,1.01,1.06,3.95,3.93,12.31,0.23,4.78,5.14
"409","A89008",22.04,0.22,7.57,20.29,1.04,1.08,4.12,3.99,12.42,0.18,4.7,9.58
"410","A89009",22.67,0.23,7.26,18.69,0.98,1.05,3.81,3.91,12.54,0.16,5.23,10.64
"411","A89010",24.08,0.24,7.45,18.41,1,1.06,4.08,4.04,13.21,0.14,4.82,8.04
"412","A89011",22.23,0.22,7.22,18.78,0.97,1.04,3.67,3.88,12.23,0.17,4.93,6.26
"413","A89012",21.38,0.21,6.69,18.86,0.93,0.99,3.56,3.53,12.4,0.15,3.44,5.44
"414","A89013",25.38,0.25,8.32,17.66,1.12,1.16,4.38,4.28,13.4,0.23,6.55,6.2
"415","A89014",22.69,0.23,7.55,17.52,0.98,0.99,4.21,4.04,13.11,0.18,4.54,6.62
"416","A89015",24.44,0.24,7.46,16.79,0.99,1.05,4.08,4.07,12.91,0.16,4.85,9.81
"417","A89016",22.29,0.22,7.26,17.81,0.96,1.01,4,3.9,12.44,0.16,4.52,7.89
"418","A89017",22.08,0.22,7.39,17.91,0.99,1.03,3.89,3.83,12.44,0.16,4.67,6.03
"419","A89018",23.72,0.24,7.85,18.04,1.07,1.11,4.09,4.02,12.9,0.21,6.17,3.93
"420","A89019",23.64,0.24,7.12,20.65,0.99,1.04,3.95,3.79,12.74,0.17,5.33,9.16
"421","A89020",22.51,0.23,7.56,18.26,1.02,1.06,4.01,3.92,12.51,0.16,5.12,6.86
"422","A89021",23.42,0.23,7.4,19.6,1,1.06,3.99,3.98,12.73,0.2,5.57,13.31
"423","A89022",23.78,0.24,7.23,18.64,0.98,1.03,3.92,3.88,13.09,0.18,4.36,6.86
"424","A89023",23.83,0.24,7.38,19.62,1,1.06,3.95,3.97,12.81,0.17,4.74,6.51
"425","A89024",24.49,0.24,7.85,19.08,1.07,1.13,4.18,4.1,13.01,0.2,5.97,7.35
"426","A89025",20.77,0.21,6.47,19.09,0.89,0.95,3.48,3.45,12.1,0.12,3.89,7.84
"427","A89026",24.58,0.25,7.35,18.32,1,1.05,3.96,3.91,13.47,0.19,4.24,2.2
"428","A89027",21.16,0.21,6.99,19.99,0.98,1.03,3.75,3.67,11.96,0.14,4.3,8.88
"429","A89028",22.6,0.23,7.55,18.42,1.04,1.1,3.97,3.97,12.59,0.17,4.74,11.42
"430","A89029",26.03,0.26,8.06,18.76,1.07,1.13,4.36,4.26,13.63,0.21,5.29,3.18
"431","A89030",23.52,0.24,7.38,18.88,1.01,1.07,3.95,3.91,12.9,0.16,5.37,5.28
"432","A89031",19.97,0.2,7.14,18.04,0.96,1,3.72,3.74,11.6,0.17,3.75,1.67
"433","A89032",22.65,0.23,6.86,18.98,0.94,1.01,3.48,3.66,12.25,0.17,5.31,11.93
"434","A89034",17.83,0.18,6.91,15.04,0.89,0.9,3.53,3.55,11.63,0.1,2.72,2.91
"435","A89035",22.48,0.22,7.42,18.41,1.01,1.08,3.69,3.92,12.25,0.18,5.59,7.87
"436","A89036",24.16,0.24,7.4,21.32,1.03,1.07,4.17,3.91,13.15,0.18,4.31,10.46
"437","A89038",18.5,0.19,6.33,19.65,0.88,0.93,3.47,3.39,11.43,0.12,2.91,10.35
"438","A89040",25.67,0.26,8.12,17.51,1.07,1.11,4.46,4.34,13.54,0.25,6.62,8.02
"439","A89041",19.5,0.2,7.09,20.14,0.98,1.03,3.83,3.73,11.5,0.14,3.71,10.94
"440","A89042",23.06,0.23,7.24,18.62,0.96,1.02,3.75,3.93,12.4,0.17,5.44,9.8
"441","A89603",20.5,0.21,7.21,20.93,0.98,1.03,4.1,3.92,11.74,0.14,4.01,4.54
"442","A89604",19.95,0.2,7.11,21.73,0.98,1.03,4,3.81,11.61,0.14,4.8,23.75
"443","A89610",23.23,0.23,7.4,18.36,1.01,1.07,3.73,3.93,12.59,0.18,5.01,10.57
"444","A89611",14.36,0.14,7.39,14.32,0.95,0.94,3.74,3.74,10.5,0.1,2.17,2.49
"445","A89612",17.48,0.17,6.76,18.67,0.93,0.95,3.61,3.48,10.87,0.15,2.7,4.5
"446","A89614",21.92,0.22,7.28,19.23,1.02,1.06,3.95,3.87,12.4,0.18,4.88,11.32
"447","A89616",20.45,0.2,6.59,18.23,0.9,0.96,3.46,3.54,11.86,0.15,4.19,5.03
"448","A89617",21.3,0.21,6.8,17.82,0.91,0.97,3.56,3.66,12.24,0.16,4.43,6.78
"449","A89620",23.12,0.23,7.36,18.61,1.01,1.06,4.01,3.94,12.82,0.17,4.28,6.54
"450","A89621",17.96,0.18,6.98,21.33,0.97,1.02,3.95,3.72,11.05,0.14,3.89,9.9
"451","A89623",22.47,0.22,7.53,16.21,0.99,1.02,3.85,3.89,12.72,0.12,4.81,4.58
"452","A89624",19.52,0.2,6.32,19.68,0.88,0.93,3.49,3.42,11.68,0.13,3.34,2.78
"453","B81002",19.5,0.2,7.44,19.64,1.04,1.09,4.19,4.02,11.66,0.15,4.28,6.31
"454","B81003",25.2,0.25,7.78,17.64,1.06,1.12,4.11,4.08,13.32,0.18,5.01,5.5
"455","B81004",27.49,0.27,7.49,17.91,1.01,1.1,3.66,3.91,13.93,0.22,5.68,6.72
"456","B81005",24.49,0.24,7.79,17.54,1.11,1.17,3.92,4.02,13.16,0.18,4.08,8.53
"457","B81006",29.32,0.29,8.27,18.53,1.15,1.21,4.37,4.26,14.61,0.23,7.56,7.91
"458","B81007",25.92,0.26,7.75,17.82,1.1,1.15,4.11,4.02,13.71,0.19,4.5,10.34
"459","B81008",20.61,0.21,7.1,18.82,0.99,1.03,3.91,3.82,12.11,0.15,4.18,7.44
"460","B81009",22.24,0.22,7.14,16.32,0.99,1.06,3.67,3.7,12.41,0.17,4.03,5.76
"461","B81010",23.18,0.23,7.17,15.87,0.96,1.01,3.81,3.79,12.86,0.15,4.23,5.66
"462","B81011",21.66,0.22,7.27,18.36,0.99,1.03,3.97,3.92,12.31,0.16,4.18,7.15
"463","B81012",22.99,0.23,7.51,19.05,1.04,1.08,4.02,3.92,12.93,0.21,4.39,4.81
"464","B81013",20.47,0.2,7.14,17.75,0.98,1.04,3.67,3.75,12,0.13,3.93,7.73
"465","B81014",27.2,0.27,7.83,19.28,1.09,1.16,4.1,4.06,13.85,0.16,6.68,2.95
"466","B81015",22.83,0.23,7.58,18.33,1.05,1.11,4,3.95,12.76,0.17,4.27,7.07
"467","B81016",21.78,0.22,7.26,18.52,1.01,1.07,3.85,3.77,12.45,0.15,3.21,8.39
"468","B81017",18.22,0.18,7.72,16.84,1.03,1.04,4.15,3.97,11.46,0.14,3.71,3.14
"469","B81018",20.29,0.2,7.13,18.64,0.99,1.02,4.05,3.81,12.08,0.16,4.7,7.34
"470","B81019",22.15,0.22,7.23,18.73,1.02,1.07,3.85,3.76,12.8,0.14,3.29,2.3
"471","B81020",21.97,0.22,7.06,18.29,0.98,1.03,3.86,3.83,12.6,0.15,4.14,8.05
"472","B81021",22.13,0.22,7.42,15.36,1.02,1.04,4.18,3.96,12.99,0.16,4.17,8.06
"473","B81022",24.89,0.25,7.82,17.63,1.08,1.14,4.07,4.08,13.12,0.19,4.99,8.05
"474","B81023",23.73,0.24,7.77,18.09,1.07,1.12,4.12,4.03,13.18,0.19,4.74,4.4
"475","B81024",25.79,0.26,7.07,14.82,0.9,0.97,3.78,3.84,13,0.15,4.24,4.38
"476","B81025",26.49,0.26,7.56,19.27,1.07,1.12,3.95,3.89,13.85,0.19,6.28,10.31
"477","B81026",22.69,0.23,7.74,17.96,1.09,1.12,3.96,3.86,12.68,0.17,4.76,10.23
"478","B81027",20.98,0.21,7.44,18.65,1.02,1.05,4.12,3.94,12.09,0.14,4.55,9.46
"479","B81029",22.73,0.23,7.19,16.62,0.99,1.04,3.87,3.81,12.93,0.16,4.42,10.7
"480","B81030",25.28,0.25,8.18,16.05,1.12,1.19,4.2,4.26,13.2,0.18,5.1,7.88
"481","B81031",21.48,0.21,7.29,18.17,1.03,1.08,3.8,3.75,12.42,0.15,3.6,5.77
"482","B81032",16.69,0.17,6.6,18.6,0.92,0.94,3.65,3.49,10.94,0.12,2.84,8.29
"483","B81034",25.17,0.25,7.27,16.52,0.99,1.05,3.83,3.85,13.6,0.17,4.94,2.89
"484","B81035",21.53,0.22,7.03,15.76,0.95,0.98,3.73,3.76,12.49,0.14,3.31,5.29
"485","B81036",23.03,0.23,7.09,15.54,0.96,1.02,3.79,3.74,12.95,0.15,3.94,3.55
"486","B81037",24.8,0.25,7.32,16.65,0.99,1.05,3.9,3.93,13.62,0.17,4.89,2.86
"487","B81038",24.06,0.24,7.49,18.46,1.02,1.07,4.15,4.03,13.05,0.16,5.06,3.84
"488","B81039",23.52,0.24,7.49,17.59,1.08,1.12,4.08,3.89,13.18,0.16,4.17,5.92
"489","B81040",20.33,0.2,6.99,19.91,0.96,1.01,4.04,3.85,12.03,0.13,3.9,2.22
"490","B81041",23.29,0.23,7.08,16.38,0.95,1,3.87,3.81,13.4,0.14,4.29,4.35
"491","B81042",22.94,0.23,7.01,15.62,0.94,1,3.72,3.74,12.59,0.15,3.93,5.09
"492","B81043",24.89,0.25,7.3,16.71,1.03,1.08,3.98,3.87,13.26,0.17,4.49,3.43
"493","B81044",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA
"494","B81045",23.74,0.24,7.71,18.44,1.09,1.14,3.98,3.95,12.89,0.17,4.61,10.46
"495","B81046",20.62,0.21,7.38,18.55,1.01,1.04,4.16,3.95,12.05,0.15,4.53,5.57
"496","B81047",20,0.2,7.48,17.03,0.99,1.01,4.01,3.88,12.11,0.13,2.99,8.3
"497","B81048",16.65,0.17,7.17,14.86,0.96,0.99,3.78,3.77,11.05,0.1,3.12,6.5
"498","B81049",20.17,0.2,7.49,16.4,1,1.05,4.05,4,11.83,0.13,3.83,7.89
"499","B81050",24.07,0.24,7.17,16.64,0.99,1.05,3.79,3.77,13.47,0.19,4.89,7.11
"500","B81051",24.71,0.25,7.12,15.4,0.95,1.01,3.78,3.8,13.21,0.14,4.09,4.26
"501","B81052",17.45,0.17,7.25,15.63,0.96,0.98,3.82,3.82,11.38,0.11,2.41,6.76
"502","B81053",21.82,0.22,6.93,20.08,0.97,1.03,3.91,3.78,12.26,0.15,4.53,3.94
"503","B81054",21.88,0.22,7.69,16.23,1.06,1.08,4.09,3.95,12.81,0.16,4.68,5.52
"504","B81055",25.76,0.26,7.9,17.12,1.08,1.13,4.15,4.12,13.61,0.2,6.15,4
"505","B81056",21.4,0.21,7,17,0.95,1,3.8,3.81,12.11,0.17,4.1,7.32
"506","B81057",21.54,0.22,7.06,17.7,0.95,0.98,3.93,3.84,12.56,0.15,4.1,4.9
"507","B81058",21.41,0.21,7.19,18.15,0.98,1.01,3.91,3.79,12.36,0.15,4.37,6.05
